max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
7874.07,2942.04,3754.17,3103.72,1222.34,989.04,7874.07,6798.92,7529.78,1528.87,621.528,710.556,2645.03,552.269,1428.48,1084.68,775.51,1357.57,3356.46,891.141,3828.25,4031.47,1862.2,721.59,313.936,2352.52,1118.6,117.513
7516.34,2631.84,3592.89,1056.83,6029.86,750.748,7516.34,4695.25,5579.72,2328.88,1848.05,1051.2,1071.54,910.148,771.772,3027.62,1211.83,4141.14,4160.01,1232.28,3879.7,4416.13,4420.91,653.491,414.556,5055.95,1577.56,2182.5
6539.62,1994.11,4288.38,4318.54,2804.41,802.858,6539.62,4955.97,5422.11,2527.2,573.537,1679.37,1794.27,483.45,1745.9,706.775,873.424,3717,4883.96,726.894,3417.45,3493.54,2716.76,702.187,299.481,5500.34,1209.97,688.797
1496.9,1128.86,923.028,716.019,636.617,734.762,616.205,693.818,300.893,620.264,837.726,943.637,588.429,954.803,1496.9,948.631,470.199,695.735,518.888,1195.93,856.813,715.965,401.679,400.186,443.456,617.035,548.343,819.051
8159.59,7723.19,7068.28,723.818,6832.94,4733.02,7255.44,1226.48,1434.44,7699.5,4750.98,690.856,8159.59,3387.21,1539.27,5927.18,6037.99,1003.1,6223.37,5819.32,4744.97,3802.25,2130.68,2029.02,6143.7,6917.62,1115.48,1163.02
7666.03,7628.71,7160.15,896.607,7399.99,5620.58,7666.03,1478.85,1420.2,7665.79,4427.97,709.801,7203.39,3447.26,1481.68,5837.66,5144.26,1068.04,5679.98,6265.38,5352.27,5491.83,1999.13,2293.56,6603.28,7599.64,1094.48,1125.92
7945.7,7840.54,7945.7,3962.08,3155.35,5139.46,7359.23,6614.84,2469.74,7475.42,6886.22,970.032,7137.48,5310.56,1628.86,3989.7,6220.3,1211.88,3092.98,6258.29,6500.98,3092.54,1816.98,1308.73,5402.31,7368.11,889.74,1150.66
7945,7576.93,4282.06,848.189,2792.43,6770.34,7041.69,6422.55,1360.51,7461.45,7439.85,669.709,7945,2306.94,1455.45,3902.56,3839.54,1094.54,6861.64,5234.58,5271.78,4058.78,2201.02,2337.49,6730.07,7154.01,1230.86,1096.8
7867.82,7568.62,7599.52,2656.07,3625.6,5359.2,7460.76,6692.65,1888.63,7216.11,7475.86,908.799,7867.82,4671.66,1596.97,3932.5,5963.38,1191.03,3837.11,6235.28,6797,3751.98,2738.51,1579.21,6225.36,7591.32,1683.33,918.326
8067.44,6614.2,7328.39,7271.16,7185.37,7025.03,7383.76,5347.82,2253.81,7891.42,7837.4,4719.28,5327.17,7001.55,7523.06,4472.31,696.601,4618.35,5184,3906.54,3498.62,1474.94,2536.66,1398.26,1144.31,8067.44,7496.57,1759.33
6669.04,6669.04,4622.81,4227.02,3951.76,4129.05,3852.84,3433.09,4115.3,6421.1,6625.77,2710.61,5927.85,1152.16,6596.26,2498,662.418,4469.46,4586.2,2416.08,1609.06,2125.22,2139.8,742.081,1582.19,5546.07,1777.34,1926.43
6631.09,6440.98,5670.02,5042.05,2886.02,4893.37,4731.27,5313.17,2888.44,6099.48,6631.09,5269.22,2432.77,6260.01,6315.79,2022.55,637.891,4260.61,5907.59,3308.07,4468.55,4100.2,2505.59,1245.19,1491.43,6190.08,4314.98,3204.97
8089.75,7183.88,7677.8,6989.03,7649.88,7589.06,7901.08,7576.15,4086.03,4006.79,8010.41,1463.57,4130.76,1437.19,6884.94,1835.99,1498.81,2495.8,7211.71,6934.4,2274.63,2533.72,1379.12,2048.66,2147.41,8089.75,7768.32,6888.46
8363.95,7837.65,7682.94,7790.81,7430.46,7602,7866.84,7329.53,7701.05,8299.64,8176.26,1604.56,2294.55,2339.98,7388.62,3698.95,946.003,6050.79,3496.25,3990.42,7213.93,4279.99,2404.32,1153.58,2489.57,8285.33,8363.95,5871.15
7893.55,6912.05,7893.55,7882.88,2914.74,7365.2,7576.56,6873.61,1145.11,5714.29,6741.68,783.755,1456.07,3830.4,2307.28,1166.41,991.231,1080.66,521.387,1469.9,6656.17,6401.32,1504.15,2424.72,949.303,7444.19,1875.94,2446.89
7467.75,6907.33,1404.98,7363.65,5114.38,6663.36,7415.92,6874.53,5375.68,5566.42,7320.03,2409.86,1133.88,5605.62,4283.2,1263.7,835.088,3799.42,6874.75,3746.35,4744.01,1444.68,1815.9,1894.49,922.646,7467.75,7065.67,7328.83
8185.2,7167.22,8053.55,7864.61,7736.25,7454.42,7956.53,7506.19,7906.54,5552.7,8185.2,2137.8,1734.09,1019.21,5857.32,1430.97,1043.57,5023.08,7053.94,6735.71,892.8,3950.39,1328.43,2683.26,3048.51,8106.47,6695.41,7829.34
8105.19,7113.12,6266.86,7522.46,984.58,7059.54,7567.97,7434.43,2934.28,8093.64,8105.19,1623,4321.23,7010.3,7457.17,1951.53,884.931,1417.18,6849.39,4329.22,4783.27,3322.91,1443.16,645.575,1179.64,7659.23,8028.88,6243.53
8201.39,6981.85,4306.52,7501.31,4331.58,7331.26,7676.99,7634.49,3252.09,1521.05,8201.39,1697.85,6351.29,6410.18,6745,2007.66,1248.73,4154.69,4780.36,1560.88,1420.49,576.926,1421.1,1116.75,662.544,8038.75,7996.47,7450.54
8064.38,6816.47,3661.06,5856.45,2045.35,6475.81,7174.74,7124.41,6805.18,5222.06,8064.38,2104.99,3656.91,899.6,4373.88,1851.38,764.981,5008.43,6604.66,6005.05,2347.7,3292.95,1231.46,1491.26,3287.76,7746.66,7688.57,7928.56
8144.4,7519.62,7828.28,7133.11,5776.72,7174.04,7638.2,7394.4,6897.41,3006.31,8144.4,2756.1,4621.5,1729.52,7881.32,1776.07,1136.11,3764.19,6306.32,6662.1,1631.41,5338.62,1366.84,3099.7,2146.84,7882.15,5444.42,7108.28
7174.5,6914.88,6919.01,672.772,5429.18,1893.94,6075.95,5672.93,3526.33,7075.47,6914.28,2894.73,5866.74,6221.97,4648.46,1784.87,1038.51,4363.81,5241.58,2625.95,1625.45,413.337,1447.23,2575.33,808.069,7042.92,7174.5,4678.97
7914.1,6881.14,6917.05,7466.83,1985.88,7353.48,7802.9,6513.76,3548.33,7914.1,7834.67,6846.09,2321.94,7095.69,7778.11,1861.12,877.9,5349.13,4341.52,3480.25,1454.77,5952.56,2380.4,1924.22,2259.06,7907.36,6073.96,5209.58
7391.45,6879.79,6808.47,6705.32,5884.2,6326.28,6558.87,6399.21,5030.98,1602.67,7391.45,3476.23,7021.51,5849.81,4202.99,2001.12,710.988,2142.05,3905.41,3378.78,2182.43,2595.12,1563.22,3058.07,935.839,6999.2,3410.67,6839.33
7246.19,7246.19,6423.98,5234.59,3185.71,5302.46,5695.47,2202.83,5235.75,6339.56,6357.13,5393.7,1569.69,3944.3,5985.59,2340.77,623.207,4444.22,4006.55,1869.59,1416.73,2265.19,2340.06,1577.84,1524.5,5785.27,7175.52,4332.84
7384.06,6560.72,7384.06,7035.16,5716.13,6153.89,6355.92,6327.78,6343.04,4199.28,7061.92,2509.8,5175.46,2828.79,2721.32,1688.42,760.199,1709.91,1565.73,1264.47,2516.57,2424.87,1673.53,2406.34,1716.66,5952.4,3674.38,6640.15
7576.8,7282.52,7335.23,7020.51,5832.25,2594.56,6657.93,6650.68,3480.93,7344.79,7576.8,4991.98,2560.9,4205.9,6699.29,2989.32,1111.55,5588.38,6917.68,1567.67,6282.57,2977.38,2219.09,1260.29,1530.53,7086.51,7318.25,5216.23
7067.63,7067.63,5879.82,4281.86,3270.24,5068.46,5928.86,6033.74,4613.56,6680.47,6821.65,2624.3,3313.3,2970.9,3303.24,3260.11,1669.37,4414.42,5314.28,4790.19,4801.32,1508.15,1449.89,1219.36,859.219,5753.21,3447.73,5874.61
7282.66,6863.13,5598.53,5242.54,4810.95,5205.47,5213.55,5265.39,4444.55,6828.71,7072.23,1982.2,2960.85,4112.64,7282.66,2868.25,706.733,5222.65,5633.25,2823.16,3043.62,4505.81,2489.94,1624.53,1911.84,6392.64,2236.38,6621.39
8190.92,6819.62,3091.27,3053.99,2765.16,3164.05,3984.49,4148.82,5247.25,8179.75,8190.92,1983.6,3938.81,2826.01,3870.78,4171.6,1637.61,5122.51,6076.87,6335.19,6781.34,1278.71,1384.53,1133.81,985.15,8025.66,4812.91,3342.54
7997.5,7312.98,7227.46,6083.96,7120.65,6814.73,7641.2,7273.76,4290.34,7997.5,7922.95,2109.28,7242.65,5285.42,7280.58,2824.2,644.934,4692.66,7335.84,5973.52,1968.79,1562.45,2824.85,676.321,1544.54,7846.85,5462.74,6768.99
8187.95,7279.97,4203.15,7363.56,5241.61,6990.36,7302.86,7288.93,3059.05,2366.84,8187.95,1633.23,5079.56,6829.78,6763.97,1634.09,875.884,3871.7,5489.38,2333.75,1117.91,884.755,1435.56,1184.03,657.771,7670.39,7572.57,7164.45
8083.16,7150.1,7773.8,7396.2,7180.46,7201.3,7526.94,7267.11,5942.91,6107.82,7815.2,3099.69,2581.27,5274.72,3239.59,3028.95,730.795,3937.06,6387.77,4473.56,5129.56,2604.83,1754.41,1632.29,1874.37,8083.16,1265.98,7968.53
7867.37,7355.19,5226.25,5512.62,976.843,5037.05,5688.57,6047.4,3123.83,6057.39,7259.31,1553.15,1124.81,3527.27,7867.37,2040.52,994.813,3524.46,6589.47,4506.6,5135.92,3858.38,1313.38,707.285,1680.67,3626.35,4738.07,4483.36
7896.22,7530.83,7702.65,4585.17,7363.42,7453.71,7634.14,7318.27,6687.86,7873.98,7896.22,4329.87,4680.06,4600.65,5005.51,1705.55,1053.78,3183.51,2999.03,2251.44,558.58,572.669,1585.81,2496.74,699.869,7818.58,7807.46,6332.83
7685.03,7119.09,7685.03,7419.05,5457.78,7042.64,7493.16,7123.73,6444.9,2132.75,7194.02,1698.97,6178.33,5767.53,7556.95,2817.54,865.573,4732.18,4942.08,5041.05,1266.11,2800.64,1881.59,3769.94,791.023,7091.96,7111.49,5815.67
7787.8,6351.09,7056.25,6548.59,3304.04,7167.11,7179.52,3862.55,2810.23,7633.04,7787.8,1708.6,3312.63,3560.71,4687.87,2282.86,817.658,4346.76,5884.74,5158.14,5752.66,4365.4,1305.59,1038.99,1019.98,7617.82,5287.63,7755.38
7102.44,6461.32,2623.03,5829.33,1786.22,5261.39,5820.85,5740.97,6007.06,5548.44,7102.44,2718.34,5772.8,6016.55,5845.19,1159.21,1027.14,1193.61,4140.2,557.678,767.514,875.248,1664.14,2265.23,595.861,6721.51,6890.72,6507.3
1598.6,1559.44,1462.55,246.14,1440.57,1415.25,1438.05,702.928,515.34,1198.42,1358.6,369.052,1013.9,626.716,991.573,791.425,469.327,1346.21,753.618,1598.6,1427.04,1355.13,404.65,373.033,410.661,1221.27,1551.02,684.379
5403.7,3372.04,2999.9,2989.63,3493,3395.75,3531.75,3848.28,2651.43,4316.7,5160.35,393.776,5096.46,2186.01,5403.7,1235.08,538.209,1599.63,4941.69,3050.55,1117.23,2647.55,788.364,1406.99,341.387,4705.5,3645.15,260.102
6727.61,5936.31,5719.41,3049.24,3158.05,2913.67,3824.71,3188.68,4880.86,4454.29,4001.36,817.943,4513.97,5857.55,6727.61,4083.92,705.839,2547.84,632.324,4848.84,3268.12,2555.04,2148.28,1638.51,1440.98,5158.99,5843.46,552.072
379.758,-2773.09,-2683.41,-2279.25,-2599.88,-384.596,-2236.79,-3348.74,-5033.23,-4307.5,-2431.7,-22.4307,-5344.28,-2280.16,-669.186,-2285.17,213.861,379.758,-1760.78,-2536.81,-290.629,-2967.62,248.548,-28.4354,189.027,-4918.83,-4550.19,362.232
387.999,-1888.71,-1281.19,-2624.11,-2828.66,-2041.75,-2383.69,-3368.09,-5415.84,-4995.72,-3631.7,-4222.42,-5162.73,-2336.48,270.332,-851.557,387.999,-714.524,-207.263,-2842.94,-2297.79,-3306.45,249.695,-612.067,239.484,-5392.18,-4294.42,361.173
360.375,-2218.83,-1919.96,-5774.37,-2594.56,-2812.88,-2540.45,-3197.35,-4467.67,-5364.38,-1520.83,360.375,-3791.3,-1837.09,-1093.44,-933.515,322.043,-597.554,-3831.45,-2435.88,-2923.23,-2428.06,-2754.93,187.965,203.343,-4950.78,-4193.28,329.528
419.574,-1938.82,-1674.01,-2125.36,-2136.2,-2113.22,-2858.7,-3244.03,-5094.02,-4194.96,-989.634,80.7276,-1547.64,-545.04,419.574,-4070.49,308.569,-890.043,-1965.51,-2034.57,-1922.89,-2185.72,-2534.21,3.35393,214.518,-5466.4,-45.982,-3988.66
531.829,-2253.57,-1753.85,-2189.94,-2182.45,-1984.35,-2387.28,-2903.83,-3171.18,-5850.53,-4136.7,-5160.73,-1097.13,-1069.47,531.829,-2025.89,-1279.29,-367.558,-3313.81,-2144.62,-2967.15,-2433.78,-578.676,239.027,195.899,-5724.68,-2198.7,421.362
338.41,-2223.47,126.964,-2027.75,-2364.18,-2201.54,-2513.01,-3327.97,-4368.46,-161.678,-2560.02,247.343,-5647.57,-1329.09,279.985,-1336.36,-1028.63,-580.271,-2706.12,-3042.32,-2399.02,-1998.14,-1104.76,-143.148,270.975,-5437.69,338.41,12.627
1160.08,-3363.64,-1827.44,-1227.35,-2518.18,-1999.24,-2554.25,-2780.39,-4767.64,230.419,-34.2548,294.307,452.704,151.775,358.058,11.059,1160.08,-1828.42,-2602.1,-2475.94,-4580.67,-3187,-272.147,-545.631,226.684,-5395.09,326.089,-4229.63
664.988,-1940.88,-1431.41,-783.464,-1919.19,-2327.57,-2836.2,-3135.93,-5121.25,-5020.97,-2084.85,-1190.19,-990.303,-1620.36,54.474,345.883,664.988,-2339.5,-3443.73,-2133.13,-3901.89,-3822.77,-58.2043,-2274.41,248.941,-5674.47,308.712,-105.838
403.98,-1295.33,-1744.31,-1670.15,-2164.64,-1685.38,-2400.34,-3504.41,54.9979,-5184.57,-3962.04,-52.8601,295.746,-558.179,354.275,-1638.13,403.98,-1917.41,-2437.66,-2229.4,-1185.76,-3323.92,84.2088,-588.533,214.085,-199.617,219.228,-4445.07
873.314,-2646.48,-1664.54,-432.736,-3209.77,-1612.58,-2903.69,-2846.92,-5056.55,-5330.76,-3206.33,-198.036,-181.385,365.073,505.562,-828.175,873.314,-1145.74,-3575.43,-1640.13,-3915.59,-3995.44,-2822.56,-2713.35,284.408,-5277.89,345.147,-1311.18
397.932,-1714.35,-1649.99,-2072.41,-2145.63,-3232.18,-2769.31,-3249.92,-2368.07,-4934.01,-156.691,-209.018,198.691,-2220.93,5.49454,-3638.96,397.932,-1175.76,-2155.09,-2115.45,-2265.77,-2941.43,-406.218,-2390.02,204.817,-5244.61,34.3555,-3762.04
398.479,-2022.4,-1724.35,-2116.73,-2202.49,-1924.53,-2774.34,-2811.43,-4613.81,-1700.37,-4122.37,-4198.18,-612.671,-1702.88,-492.225,-4049.3,395.868,-1007.33,-2169.38,-2027.52,-2508.83,-2115.77,-107.146,-494.953,225.181,-5367.68,398.479,-4723.98
354.263,-2701.75,-1970.51,-2605.88,-2656.55,-2436.08,-2724.94,-3459.18,-5339,-6000,-3671.49,-824.267,-4830.02,-2131.15,-2143.11,-3334.8,-62.379,-1308.22,-1496.29,-3257.73,-4420.23,-3405.69,-2554.04,-70.4227,238.016,-5365.18,-1372.11,354.263
506.572,-2307.43,-3345.12,-2151.06,-4305.73,-2281.21,-2692.69,-3499.59,-5604.45,-5893.56,257.032,-4655.04,-5807.44,-1272.25,506.572,205.424,475.652,-480.488,-3369.31,319.582,-4251.35,-2932.8,-611.587,-1426.48,-17.26,-5853.15,-1840.69,-374.906
606.549,-1192.15,-1678.88,-2268.2,-1900.11,-2074.92,-786.335,-3345.15,-3763.94,-5572.49,308.029,-5131.5,-5685.15,-1508.15,606.549,-1414.05,-1486.12,-61.491,-3788.43,-2041.11,-2785.58,-3167.01,-80.238,97.2531,180.406,-5696.26,-1725.3,186.168
840.193,-2490.47,-881.272,-1528.83,-2867.44,257.766,-2579.8,-3101.55,-5089.69,-1464.4,-3573.22,-505.613,-5202.89,-1110.83,537.619,-2641.15,840.193,-765.367,-2827,52.8462,-1153.38,-3722.02,-1157.19,263.955,256.028,-5341.77,345.619,3.05968
710.252,-2168.6,-1517.95,-989.853,-2093.62,-2245.69,-2768.5,-3520.84,-5126.9,-5289.21,-4331.21,-1690.37,-25.0528,-1424.84,357.841,-3365.77,710.252,-1916.35,-3601.54,-2026.35,-3180.59,-4212.56,-210.371,-2540.07,192.737,-5549.74,299.003,-3751.39
491.678,-1673.74,-2514.48,-2451.19,-2738.44,64.4464,-2275.03,-2881.1,-4738.97,-4293.57,-4402.21,-255.947,-5611.4,-2135.51,-1581.01,-2069.45,384.455,491.678,-2257.89,-2582.42,-1699.1,-2295.3,306.483,209.403,221.92,-4885.15,-2630.59,356.233
556.093,-96.8233,-412.727,-1795.4,-2363.82,-2168.19,-2162.68,-3155.74,-4416.11,-5648.66,-5193.28,-4071.73,-5517,-1743.35,556.093,472.423,-1671.21,165.14,-3991.91,-2614.91,-2109.84,-2687.18,-2853.89,71.3402,-86.414,-5109.01,324.637,-4316.58
987.461,-2364.6,-155.592,-1422.09,-1713.4,465.622,-2230.4,-3088.73,-5010.32,-4211.42,-3354.43,-888.105,-2901.79,-1015.17,663.051,-3260.55,987.461,-694.225,-2484.5,-1756.08,-3820.43,-1988.23,433.852,291.8,254.548,-4259.3,412.115,-1170.75
973.953,-3004.63,-1217.12,180.122,-1113.89,438.418,-2442.51,-3210.56,-3237.74,-192.857,-2857.54,244.997,-1580.67,-317.092,362.606,365.077,973.953,556.522,-3291.49,-2018.45,-3472.65,-3109.07,511.792,369.097,276.948,-5574.51,298.739,460.419
516.427,-2975.1,-1129.79,463.748,-5355.4,193.511,-2590.16,-3113.52,-2.38883,-1248.45,328.306,247.434,-6215.73,-791.937,516.427,317.402,78.5844,-676.308,-3058.23,-2276.18,-3335,-2929.19,-1007.5,271.058,307.997,-5453.33,307.495,417.124
3559.95,2685.29,-52.5621,-689.183,-1305.53,3419.3,646.797,1248.16,3559.95,2172.82,-266.703,2550.08,1101.51,1929.51,1949.31,1124.05,1498.72,2517.92,1584.08,2024.69,-12.7472,1152.47,1481.34,2883.54,820.649,2915.65,558.179,1351.16
4165.34,3109.2,21.2205,3656.7,-2132.21,3432.97,435.203,857.25,3170.82,4165.34,515.749,2529.31,1323.15,1829.81,2039.91,585.251,1550.68,2907.72,1742.6,3466.55,240.202,1154.06,3192.91,2028.45,836.15,817.567,623.575,473.269
1545.92,1153.96,-570.342,-553.855,-874.162,393.071,1093.59,-695.167,-1969.81,-2588.43,-1100.54,349.766,1545.92,1049.36,638.023,988.633,858.591,1302.25,-73.7644,341.048,387.003,-422.707,-1085.32,386.388,490.84,-2386.12,871.154,-787.429
1814.71,816.565,-3.80767,-627.462,-1266.73,486.018,1163.53,1136.97,-2624.64,-3191.75,476.191,416.694,1814.71,874.091,879.673,895.774,877.686,1073.02,-147.241,370.623,-157.507,-776.686,863.304,362.597,560.479,-2363.83,1159.64,998.663
1414.06,539.255,-625.732,-2939.74,-2350.2,459.32,757.849,368.114,-610.65,-3316.74,440.303,386.704,1414.06,726.944,672.64,702.716,771.018,1052.18,-912.863,481.349,173.332,-1470.49,-1445.37,242.5,349.029,-2729.43,837.467,214.753
2705.11,1954.76,681.991,179.932,850.447,457.188,1065.51,1172.84,-705.423,1612.9,1051.24,375.298,1995.83,1208.24,652.651,1349.48,871.686,1911.21,653.855,208.69,820.25,625.117,-155.039,407.77,566.201,-397.704,1175.06,2705.11
2256.91,2256.91,1743.65,663.9,1089.54,414.752,618.117,259.555,861.608,289.474,-1014.28,359.271,1367.91,881.316,547.171,754.979,704.071,1796.01,331.71,573.765,1149.33,-1019.9,-1150.61,312.821,362.106,-2000,928.937,1630.77
1987.75,1193.95,1333.93,-960.542,-1396.59,510.626,1795.3,-101.862,-2305.27,-2868.5,1987.75,421.415,1938.83,692.683,954.088,755.609,873.335,1211.64,-230.81,686.538,92.6059,-778.098,932.329,376.501,371.619,-2071.56,1137.08,359.029
4635.05,2960.34,4635.05,357.408,3748.65,3766.71,4429.97,757.053,1382.63,3388.62,4002.48,390.089,1812.26,761.545,647.38,849.434,4571.89,3502.38,2479.17,916.74,3967.04,3566.34,312.863,330.529,385.327,3427.25,748.956,2364.75
7905.48,5353.6,5883.45,804.784,857.962,4828.96,4111.69,6164.02,5572.59,3271.93,6157.55,916.657,1484.33,4527.6,1394,668.76,1189.27,6319.91,1464.82,4700.57,6964.92,6171.07,552.053,2928.47,524.677,2233.21,671.058,7905.48
8048.82,6535.44,8048.82,4244.53,935.349,3680.95,6040.46,5658.14,5623.79,1856.58,3113.72,1984.6,1884.99,3288.94,1340.14,261.026,1346.27,6918.89,2248.95,3669.41,7437.29,6024.76,1913.56,1507.13,436.801,4517.2,788.748,6233.36
7836.1,2636.5,7836.1,5466.18,954.376,4006.4,3399.48,1746.37,3200.18,718.419,3890.53,1198.19,2213.97,2266.16,1311.67,322.449,1668.31,7125.33,2169,1926.51,7442.36,6232.31,1149.19,1331.08,562.103,4751.48,879.334,3443.82
1664.56,1559.09,1448.49,55.7087,1442.57,1664.56,1512.99,1399.2,368.038,1106.83,1164.51,354.314,830.973,1343.62,1449.98,677.232,602.968,1356.04,1350.99,1134.01,1299.41,893.721,386.501,454.029,184.45,1224.59,929.378,495.761
6522.16,4189.42,860.151,319.854,2561.39,444.669,6522.16,4575.38,443.763,5354.72,5180,362.823,2257.53,472.39,699.893,4081.37,1133.73,1233.4,5396.75,2540.88,4116.33,451.171,690.426,267.317,286.202,6186.03,5985.8,610.442
2763.32,2232.54,1126.04,347.179,2428.47,424.657,2763.32,1637.65,334.24,2258.46,1639.02,332.914,789.078,592.147,529.167,1514.06,1194.4,976.988,1940.72,1419.88,2378.87,333.57,738.916,242.362,315.45,1768.86,1655.73,690.242
1156.2,468.962,458.987,242.853,404.169,1155.28,-4.21174,3.78227,465.259,764.951,348.699,509.097,690.911,482.627,1151.81,733.492,682.719,1156.2,285.659,217.063,574.332,427.02,377.695,316.488,356.367,594.105,953.111,663.995
1414.92,507.251,273.39,200.217,330.4,1154.83,307.202,-118.475,355.388,587.659,697.967,484.652,741.103,909.596,1011.73,747.272,681.071,745.543,554.448,1414.92,443.855,404.256,406.395,329.576,370.879,383.8,884.202,922.253
1416.28,802.106,986.625,231.868,1088.57,1137.79,111.584,338.872,388.002,1416.28,685.567,543.367,756.308,1161.41,1324.67,809.062,643.455,1045.82,647.545,1402.36,1201.88,469.315,388.73,340.205,343.68,1244.31,890.199,670.06
4778.76,4778.76,4703.69,3230.15,3288.3,3819.66,3894.4,3727.37,3887.23,3743.26,4633.96,2873.59,4201.79,4189.43,4092.25,4649.6,419.423,1244.29,560.903,4127.3,3114.3,2147.89,589,527.711,625.779,3928.8,2992.94,374.804
5316.17,4698.36,4137.08,3634.01,3705.69,1996.42,3552.68,3247.76,3015.5,3118.33,4421.05,322.399,5011.19,4110.99,3011.4,5224.29,508.14,1320.4,5316.17,3633.15,3990.5,2011.6,449.187,550.304,820.141,3465.75,3634.11,431.829
3367.6,3231.9,2662.08,2604.58,2336.15,2458.73,1963.41,2869.67,2054.32,2958.64,3367.6,362.167,2875.42,2668.46,2196.31,3231.74,511.261,1254.45,2750.54,2442.43,2464.84,1667.88,358.305,493.625,828.42,2566.36,2965.53,377.793
1025.54,72.2547,-468.917,324.181,-487.765,479.369,-1383.12,-1677.6,540.812,-2049.15,-1211.05,288.37,512.216,-57.768,387.955,-456.557,-1004.2,1025.54,-807.164,-227.25,-941.968,-856.822,353.466,387.891,482.752,-1473.35,483.445,-1466.1
712.481,-318.798,-1097.91,300.552,-1328.86,508.487,-1809.25,-1574.97,712.481,-2810.35,-1311.61,323.619,413.51,-86.018,397.605,-393.462,-241.449,559.458,-1520.36,-300.103,-2223.04,-958.382,383.906,365.139,385.471,-1330.6,430.044,-1398.7
3251.77,2306.15,474.767,321.335,2421.88,2975.2,2900.98,1363.07,649.471,2659,1925.96,306.808,560.886,456.344,632.641,579.863,499.89,1798.98,3251.77,1831.24,2577.77,1715.38,391.114,308.096,305.624,2174.01,1724.87,896.68
6505.27,6505.27,6312.74,6353.77,5835.01,5271.1,4292.77,4089,6021.2,5493.28,5980.17,1041.3,5978.42,4825.11,5085.95,4326.09,631.154,765.133,3609.62,3925.17,4738.08,3790.72,4436.46,1506.78,5210.45,5255.79,855.173,434.088
3008.67,2542.47,2494.25,2120.17,2283.64,2123.56,2149.98,1911.01,1905.87,2496.78,3008.67,1023.55,2534.72,2593.31,2925.92,2240.65,623.05,1219.37,1911.96,2669.37,2533.62,2199.4,1855.25,1539.92,2309,2555.7,960.192,451.545
4609.9,3212.62,4609.9,3039.44,2693.25,2448.81,2794.94,2349.59,2573.76,2748.65,2514.6,1164.28,2984.48,3733.35,3399.8,3218.05,620.495,1326.68,3406.73,3221.67,2751.35,2041.12,1802.06,1761.24,1687.55,2181.56,1212.12,465.972
6634.83,5524.72,6634.83,298.192,4299.5,2827.76,3611.68,2042.2,975.451,5001.2,5660.59,399.079,1246.14,1439.74,1424.23,1792.11,959.905,2767.82,4726.52,3735.29,677.835,584.989,444.764,307.783,356.253,3634.79,1559.38,612.194
1488.29,1116.83,617.385,269.029,995.415,1488.29,774.866,1007,658.867,712.361,1198.9,456.52,734.026,475.94,1193.91,751.048,1076.19,1066.87,1325,1154.04,502.326,794.979,424.18,402.059,277.555,604.277,567.463,487.172
5417.7,3575.84,535.756,349.871,752.209,5286.32,5417.7,1652.75,564.983,2976.46,2353.99,394.544,608.812,1479.75,948.017,1497.42,463.497,685.409,2673.63,4091.57,4802.14,225.979,287.654,314.172,194.504,3140.97,507.632,432.516
1028.29,1020,922.442,407.1,789.428,836.594,657.328,-124.646,702.53,739.13,983.149,408.87,594.356,812.366,924.551,923.93,493.502,673.294,876.361,1028.29,411.323,571.603,289.254,300.634,195.805,583.872,-162.816,460.822
3248.24,3248.24,709.433,335.292,2451.12,659.987,2288.95,998.572,306.399,1886.86,1368.71,343.667,764.01,373.477,595.044,1818.31,2344.71,918.574,3000.99,1666.46,2546.92,442.772,591.608,285.597,216.127,1923.73,1167.48,320.083
4800.6,2887.4,1234.59,291.207,3588.19,813.174,4145.32,1288.5,488.069,4162.91,2997.03,354.51,851.286,147.473,471.009,2545.03,3227.16,1159,3965.79,2070.29,3450.44,595.652,637.863,208.955,239.577,4800.6,2762.52,391.342
4665.11,3175.56,3831.71,3740.58,3720.64,3818.25,4191.27,4032.82,4241.25,3266.23,929.201,554.167,953.359,3931.61,3266.05,483.242,924.798,1585.22,4665.11,2141.55,1344.12,3204.21,1207.1,1969.97,1352.24,4361.84,845.298,741.066
1967.2,1562.29,1249.96,809.109,1074.74,1214.45,1011.46,808.198,-276.326,-5.40166,1495.39,491.686,1912.52,1333.69,1761.82,500.982,923.38,1204.9,1319.81,1967.2,1281.79,1498.86,1147.93,1008.68,1004.28,382.462,348.937,834.062
3710.25,2504.84,2776.82,1967.84,2867.5,2821.8,3064.51,3032.34,3388.02,3058.15,2457.71,461.876,3569.17,3036.67,865.394,369.931,914.306,1341.89,3131.79,1114.58,1281.45,2316.05,1029,886.562,1114.29,3710.25,510.537,926.182
1325.49,829.746,573.978,740.889,531.967,529.335,724.837,873.929,360.128,1156.1,1114.73,486.119,838.897,597.437,662.213,350.403,788.323,1026.21,456.094,579.59,1292.6,1325.49,1122.74,762.918,898.638,444.458,574.367,979.28
